ID,Answer
561,4
562,1
563,3
564,3
565,1
566,2
567,2
568,2
569,3
570,2
571,2
572,3
573,2
574,1
575,3
576,1
577,2
578,3
579,2
580,3
581,3
582,1
583,2
584,4
585,1
586,2
587,1
588,2
589,1
590,2
591,2
592,2
593,3
594,4
595,3
596,4
597,4
598,4
599,2
600,1
601,2
602,1
603,4
604,3
605,1
606,1
607,3
608,2
609,4
610,4
611,1
612,3
613,2
614,4
615,4
616,3
617,2
618,1
619,1
620,1
621,3
622,4
623,1
624,2
625,2
626,3
627,2
628,4
629,4
630,2
631,2
632,3
633,4
634,2
635,1
636,2
637,1
638,1
639,2
640,3
641,3
642,4
643,4
644,3
645,3
646,4
647,4
648,2
649,1
650,3
651,3
652,1
653,1
654,1
655,1
656,2
657,3
658,1
659,1
660,2
661,2
662,3
663,3
664,4
665,1
666,1
667,1
668,2
669,1
670,4
671,1
672,2
673,1
674,1
675,2
676,1
677,4
678,3
679,3
680,3
681,4
682,2
683,4
684,2
685,4
686,1
687,1
688,4
689,4
690,1
691,3
692,4
693,3
694,2
695,2
696,3
697,1
698,2
699,3
700,1
701,2
702,1
703,4
704,1
705,2
706,2
707,1
708,3
709,3
710,1
711,3
712,2
713,4
714,3
715,3
716,2
717,1
718,1
719,4
720,4
721,3
722,2
723,1
724,4
725,3
726,1
727,2
728,3
729,4
730,2
731,2
732,1
733,3
734,4
735,2
736,1
737,1
738,3
739,1
740,1
741,3
742,4
743,1
744,1
745,4
746,2
747,2
748,4
749,1
750,1
751,3
752,3
753,2
754,4
755,4
756,1
757,1
758,1
759,3
760,3
761,4
762,1
763,1
764,3
765,2
766,4
767,3
768,4
769,3
770,2
771,2
772,3
773,2
774,1
775,3
776,4
777,4
778,2
779,1
780,1
781,3
782,1
783,2
784,4
785,4
786,4
787,1
788,3
789,3
790,4
791,3
792,3
793,1
794,3
795,2
796,2
797,3
798,4
799,2
800,3
801,3
802,4
803,4
804,3
805,1
806,4
807,1
808,4
809,1
810,1
811,4
812,1
813,1
814,2
815,2
816,2
817,2
818,4
819,3
820,3
821,2
822,2
823,3
824,1
825,2
826,4
827,4
828,3
829,1
830,1
831,1
832,2
833,2
834,4
835,2
836,1
837,1
838,1
839,1
840,4
841,4
842,4
843,2
844,1
845,1
846,4
847,3
848,2
849,2
850,2
851,4
852,1
853,3
854,4
855,1
856,1
857,4
858,2
859,4
860,4
861,1
862,4
863,2
864,1
865,2
866,1
867,3
868,4
869,2
870,1
871,1
872,3
873,4
874,3
875,2
876,4
877,1
878,1
879,1
880,4
881,2
882,2
883,1
884,4
885,1
886,3
887,3
888,3
889,1
890,2
891,2
892,1
893,3
894,2
895,2
896,2
897,4
898,3
899,3
900,3
901,2
902,2
903,4
904,3
905,1
906,4
907,1
908,1
909,4
910,3
911,3
912,2
913,1
914,1
915,3
916,3
917,4
918,1
919,1
920,2
921,3
922,3
923,4
924,3
925,2
926,3
927,3
928,1
929,3
930,2
931,2
932,2
933,4
934,1
935,4
936,2
937,3
938,1
939,1
940,3
941,3
942,4
943,2
944,2
945,2
946,1
947,4
948,4
949,1
950,2
951,2
952,1
953,2
954,2
955,1
956,3
957,2
958,1
959,2
960,1
961,1
962,2
963,2
964,3
965,1
966,2
967,4
968,1
969,4
970,1
971,4
972,4
973,1
974,1
975,4
976,1
977,1
978,1
979,4
980,1
981,1
982,3
983,3
984,4
985,4
986,2
987,3
988,3
989,4
990,3
991,1
992,3
993,3
994,1
995,4
996,4
997,3
998,2
999,2
1000,3
1001,1
1002,4
1003,3
1004,3
1005,1
1006,2
1007,1
1008,1
1009,4
1010,2
1011,4
1012,1
1013,4
1014,4
1015,2
1016,3
1017,1
1018,3
1019,3
1020,1
1021,1
1022,1
1023,2
1024,1
1025,1
1026,1
1027,3
1028,1
1029,4
1030,2
1031,2
1032,1
1033,3
1034,1
1035,2
1036,1
1037,2
1038,2
1039,2
1040,3
1041,2
1042,1
1043,3
1044,1
1045,4
1046,4
1047,3
1048,4
1049,1
1050,1
1051,1
1052,2
1053,4
1054,3
1055,3
1056,2
1057,1
1058,3
1059,2
1060,2
1061,2
1062,3
1063,1
1064,2
1065,1
1066,4
1067,4
1068,3
1069,2
1070,4
1071,4
1072,1
1073,2
1074,4
1075,1
1076,2
1077,1
1078,4
1079,3
1080,2
1081,3
1082,4
1083,1
1084,3
1085,1
1086,4
1087,1
1088,4
1089,1
1090,4
1091,4
1092,1
1093,4
1094,4
1095,4
1096,1
1097,3
1098,2
1099,3
1100,1
1101,2
1102,2
1103,1
1104,3
1105,4
1106,1
1107,4
1108,2
1109,1
1110,1
1111,2
1112,2
1113,4
1114,3
1115,2
1116,1
1117,4
1118,3
1119,3
1120,2
1121,1
1122,1
1123,1
1124,4
1125,3
1126,2
1127,2
1128,3
1129,2
1130,1
1131,1
1132,4
1133,2
1134,3
1135,3
1136,1
1137,3
1138,2
1139,4
1140,1
1141,3
1142,4
1143,1
1144,1
1145,1
1146,2
1147,2
1148,3
1149,1
1150,4
1151,4
1152,2
1153,1
1154,2
1155,3
1156,4
1157,4
1158,3
1159,3
1160,4
1161,1
1162,2
1163,3
1164,4
1165,1
1166,1
1167,3
1168,2
1169,4
1170,1
1171,1
1172,3
1173,2
1174,3
1175,4
1176,2
1177,3
1178,3
1179,3
1180,2
1181,2
1182,1
1183,2
1184,4
1185,2
1186,1
1187,3
1188,4
1189,4
1190,2
1191,1
1192,2
1193,3
1194,4
1195,1
1196,2
1197,1
1198,4
1199,4
1200,4
1201,3
1202,3
1203,3
1204,3
1205,4
1206,1
1207,3
1208,4
1209,2
1210,3
1211,3
1212,2
1213,3
1214,1
1215,4
1216,2
1217,2
1218,3
1219,2
1220,1
1221,1
1222,1
1223,2
1224,2
1225,4
1226,4
1227,2
1228,3
1229,4
1230,1
1231,3
1232,1
1233,1
1234,1
1235,1
1236,4
1237,2
1238,2
1239,1
1240,1
1241,4
1242,2
1243,2
1244,3
1245,1
1246,3
1247,3
1248,3
1249,2
1250,1
1251,2
1252,4
1253,4
1254,1
1255,4
1256,3
1257,1
1258,3
1259,4
1260,4
1261,2
1262,2
1263,1
1264,1
1265,2
1266,1
1267,1
1268,2
1269,1
1270,3
1271,4
1272,4
1273,3
1274,4
1275,1
1276,4
1277,2
1278,1
1279,3
1280,2
1281,1
1282,3
1283,3
1284,2
1285,4
1286,3
1287,1
1288,4
1289,1
1290,4
1291,2
1292,1
1293,1
1294,4
1295,1
1296,3
1297,3
1298,4
1299,4
1300,4
1301,4
1302,1
1303,1
1304,2
1305,4
1306,1
1307,1
1308,4
1309,2
1310,3
1311,1
1312,3
1313,2
1314,1
1315,1
1316,4
1317,1
1318,4
1319,2
1320,3
1321,3
1322,2
1323,1
1324,1
1325,2
1326,1
1327,3
1328,2
1329,3
1330,1
1331,3
1332,2
1333,1
1334,4
1335,2
1336,4
1337,1
1338,4
1339,4
1340,4
1341,4
1342,4
1343,2
1344,1
1345,1
1346,3
1347,2
1348,3
1349,2
1350,2
1351,2
1352,1
1353,3
1354,4
1355,4
1356,1
1357,3
1358,1
1359,2
1360,3
1361,4
1362,4
1363,4
1364,4
1365,4
1366,4
1367,1
1368,1
1369,4
1370,2
1371,3
1372,1
1373,2
1374,4
1375,1
1376,2
1377,1
1378,3
1379,2
1380,3
1381,4
1382,1
1383,1
1384,1
1385,1
1386,2
1387,2
1388,4
1389,4
1390,3
1391,1
1392,1
1393,4
1394,4
1395,2
1396,1
1397,4
1398,1
1399,3
1400,1
1401,1
1402,4
1403,1
1404,3
1405,4
1406,2
1407,3
1408,2
1409,2
1410,2
1411,1
1412,2
1413,4
1414,1
1415,1
1416,2
1417,3
1418,2
1419,3
1420,1
1421,4
1422,2
1423,1
1424,4
1425,2
1426,1
1427,2
1428,3
1429,3
1430,1
1431,4
1432,3
1433,4
1434,1
1435,3
1436,4
1437,1
1438,4
1439,3
1440,4
1441,1
1442,4
1443,2
1444,4
1445,1
1446,3
1447,3
1448,2
1449,4
1450,3
1451,1
1452,4
1453,2
1454,2
1455,1
1456,4
1457,2
1458,3
1459,1
1460,4
1461,4
1462,2
1463,3
1464,3
1465,4
1466,4
1467,2
1468,4
1469,1
1470,4
1471,1
1472,1
1473,3
1474,4
1475,4
1476,1
1477,4
1478,1
1479,4
1480,2
1481,1
1482,2
1483,4
1484,3
1485,4
1486,1
1487,4
1488,1
1489,2
1490,4
1491,3
1492,1
1493,4
1494,3
1495,2
1496,4
1497,1
1498,1
1499,4
1500,4
